step,episode_reward
0.0,5.03506326675415
10049.0,4.712561130523682
20052.0,4.283505916595459
30002.0,9.17377758026123
40076.0,12.584070205688477
50051.0,9.855060577392578
60017.0,9.226930618286133
70008.0,6.0849103927612305
80048.0,6.534405708312988
90514.0,8.985158920288086
100104.0,17.11026382446289
110057.0,16.769405364990234
120173.0,17.3272762298584
130025.0,13.466894149780273
140034.0,36.980125427246094
150089.0,27.382068634033203
160145.0,55.14441680908203
170005.0,59.75593948364258
180023.0,67.40413665771484
190107.0,39.606346130371094
200246.0,82.64604187011719
210111.0,111.9311294555664
220171.0,95.30391693115234
230027.0,126.9030532836914
240182.0,164.0545196533203
250360.0,197.70826721191406
260258.0,135.38722229003906
270101.0,162.91567993164062
280025.0,133.30813598632812
290086.0,206.1534881591797
300076.0,114.94795227050781
310057.0,252.12435913085938
320211.0,215.90548706054688
330281.0,210.36318969726562
340043.0,200.47792053222656
350340.0,313.53094482421875
360057.0,265.0697937011719
370409.0,141.11004638671875
380031.0,147.8818817138672
390349.0,432.7310485839844
400017.0,10.055536270141602
410295.0,59.99650955200195
420179.0,15.28657341003418
430086.0,26.143604278564453
440148.0,134.84597778320312
450033.0,35.461666107177734
460093.0,8.751180648803711
470002.0,13.962621688842773
480386.0,4.056199073791504
490072.0,94.6994857788086
500112.0,87.04283142089844
510382.0,6.937498569488525
520097.0,2.9378209114074707
530016.0,3.1713294982910156
540140.0,142.08995056152344
550063.0,3.8988451957702637
560081.0,5.442176818847656
570463.0,36.78105926513672
580027.0,6.829411506652832
590062.0,10.196614265441895
600934.0,6.3295512199401855
610202.0,59.310752868652344
620295.0,25.18077278137207
630140.0,18.94375228881836
640474.0,38.54298782348633
650522.0,1.3304219245910645
660050.0,18.040119171142578
670369.0,12.025529861450195
680194.0,16.01523780822754
690020.0,2.844252109527588
700347.0,8.912774085998535
710088.0,15.575340270996094
720203.0,26.113597869873047
730218.0,41.728458404541016
740067.0,214.48532104492188
750329.0,297.7103576660156
760034.0,263.10565185546875
770951.0,195.72166442871094
780641.0,204.01089477539062
790398.0,267.2506408691406
800039.0,107.57975006103516
810096.0,253.6031036376953
820044.0,344.87689208984375
830463.0,252.51083374023438
840836.0,246.1214141845703
850417.0,327.576416015625
860371.0,257.9829406738281
870182.0,356.43304443359375
880732.0,342.4289245605469
890424.0,343.608154296875
900492.0,389.76898193359375
910028.0,389.21490478515625
920235.0,274.7348327636719
930313.0,307.2362976074219
940260.0,358.02777099609375
950261.0,464.4408264160156
960315.0,319.7575988769531
970563.0,444.6344299316406
980578.0,411.39593505859375
990546.0,512.3094482421875
1000148.0,487.1195373535156
1010018.0,4.779455184936523
1020102.0,481.66766357421875
1030754.0,726.4089965820312
1040689.0,696.7913818359375
1050483.0,412.6080017089844
1060966.0,637.7310180664062
1070966.0,841.6483154296875
1080605.0,734.2088623046875
1090315.0,722.4099731445312
1100246.0,743.6253662109375
1110018.0,656.38232421875
1120639.0,751.4662475585938
1130119.0,741.513427734375
1140918.0,760.6771850585938
1150715.0,678.0602416992188
1160669.0,818.3157958984375
1170385.0,677.6373901367188
1180342.0,800.1199340820312
1190836.0,716.63916015625
1200685.0,761.311279296875
1210651.0,881.9010620117188
1220508.0,840.8994140625
1230180.0,825.7125854492188
1240153.0,852.8600463867188
1250153.0,890.36865234375
1260153.0,894.9060668945312
1270652.0,898.5509643554688
1280536.0,853.1881103515625
1290376.0,864.11767578125
1300093.0,862.6436767578125
1310982.0,868.8679809570312
1320982.0,882.8482666015625
1330982.0,886.59765625
1340982.0,892.3522338867188
1350514.0,890.5323486328125
1360514.0,877.1151123046875
1370514.0,893.5823974609375
1380514.0,817.5504150390625
1390514.0,836.7679443359375
1400514.0,891.4104614257812
1410514.0,881.3773193359375
1420342.0,889.3771362304688
1430342.0,894.6177978515625
1440342.0,850.95458984375
1450342.0,875.37890625
1460976.0,886.783203125
1470898.0,844.9324340820312
1480898.0,854.7575073242188
1490898.0,868.0114135742188
1500898.0,881.1282348632812
1510898.0,851.6866455078125
1520898.0,871.41064453125
1530898.0,880.4339599609375
1540898.0,872.5035400390625
1550020.0,799.420654296875
1560020.0,870.5125732421875
1570020.0,873.5354614257812
1580020.0,833.2249755859375
1590663.0,869.3971557617188
1600210.0,792.8763427734375
1610376.0,885.0753784179688
1620376.0,811.1983032226562
1630156.0,833.4453125
1640156.0,846.9290771484375
1650031.0,53.480743408203125
1660342.0,840.7747802734375
1670342.0,876.4267578125
1680342.0,881.3433837890625
1690325.0,885.7218017578125
1700074.0,15.80906867980957
1710984.0,789.7958984375
1720984.0,865.5250244140625
1730821.0,871.5514526367188
1740821.0,887.0703125
1750788.0,2.9237494468688965
1760046.0,774.6910400390625
1770819.0,881.8595581054688
1780819.0,892.2655029296875
1790819.0,890.88232421875
1800819.0,882.88623046875
1810819.0,877.1602783203125
1820934.0,600.2716064453125
1830084.0,589.1954345703125
1840837.0,889.5997314453125
1850837.0,888.8905029296875
1860837.0,873.2420654296875
1870802.0,846.8504638671875
1880802.0,886.8258056640625
1890802.0,894.4495239257812
1900802.0,901.1561279296875
1910802.0,886.9395751953125
1920802.0,890.7064208984375
1930802.0,894.5345458984375
1940802.0,897.96142578125
1950802.0,904.5665893554688
1960802.0,897.9141845703125
1970802.0,896.8536987304688
1980802.0,875.0755004882812
1990802.0,802.1171875
