episode,episode_length,episode_reward,frame,step,total_time
196.0,55.5,7.806095284536033,10023,10023.0,128.35866808891296
397.0,56.7,7.135232619334491,20029,20029.0,442.3138601779938
548.0,59.1,18.052699673980232,30694,30694.0,786.7155661582947
637.0,58.4,19.610795759952506,40058,40058.0,1088.8568856716156
751.0,91.5,16.80119857412702,50065,50065.0,1413.9906878471375
850.0,85.2,20.598451464645173,60013,60013.0,1741.4985744953156
978.0,98.3,23.46002437180418,70002,70002.0,2069.131199359894
1116.0,64.5,28.359715744609538,80016,80016.0,2398.274262189865
1259.0,81.3,26.867832652217817,90001,90001.0,2721.580331325531
1396.0,70.0,34.35545536510956,100038,100038.0,3049.8844921588898
1514.0,97.9,36.25843231350156,110014,110014.0,3375.6606221199036
1623.0,109.9,36.187083498457646,120006,120006.0,3707.078715801239
1729.0,96.1,37.22234412344607,130138,130138.0,4044.463721513748
1830.0,110.1,30.39742199525884,140054,140054.0,4377.321416378021
1938.0,105.7,34.33485026811239,150023,150023.0,4710.65807723999
2051.0,76.6,36.263896417614546,160104,160104.0,5050.226443767548
2161.0,76.9,35.64408455710726,170082,170082.0,5378.251498937607
2267.0,109.6,37.33596825506207,180039,180039.0,5705.3303010463715
2367.0,73.6,32.389245679861695,190074,190074.0,6041.847125053406
2475.0,96.2,37.629356768559454,200045,200045.0,6371.431062698364
2578.0,94.9,36.65409290217012,210048,210048.0,6702.456585407257
2683.0,88.4,38.344696708528005,220084,220084.0,7033.563576936722
2787.0,73.7,33.24742911338167,230030,230030.0,7361.698699474335
2895.0,106.2,35.46870057086943,240009,240009.0,7690.596183300018
2993.0,81.0,43.48983087174055,250042,250042.0,8029.875401258469
3090.0,88.4,39.53870810996913,260116,260116.0,8364.72626900673
3184.0,118.4,31.579107964669085,270136,270136.0,8697.549248695374
3278.0,143.7,45.55729905175521,280006,280006.0,9031.730088949203
3367.0,121.5,44.223154514908664,290011,290011.0,9372.641967773438
3456.0,109.2,35.72631148235139,300064,300064.0,9717.029568910599
3549.0,110.5,40.558765188141614,310150,310150.0,10055.707461118698
3639.0,124.3,43.820651412451134,320161,320161.0,10391.8023416996
3731.0,118.9,44.889689549647,330059,330059.0,10729.102732419968
3821.0,97.9,39.065753362614366,340064,340064.0,11074.67296385765
3917.0,110.2,44.77381755541251,350085,350085.0,11412.086211681366
4012.0,93.4,38.87607547983913,360064,360064.0,11737.463011026382
4102.0,88.9,40.921515907395715,370047,370047.0,12078.44754242897
4194.0,128.1,50.81038755088015,380126,380126.0,12410.378074169159
4284.0,88.2,40.36752176810886,390031,390031.0,12747.155946969986
4368.0,128.6,45.055382590590746,400011,400011.0,13078.356155872345
4455.0,118.9,42.87090338785169,410107,410107.0,13424.81940793991
4548.0,111.8,42.699653538263775,420085,420085.0,13765.649117946625
4643.0,101.7,42.78456421666093,430046,430046.0,14104.013527393341
4735.0,123.5,43.266837169507355,440081,440081.0,14438.849527359009
4821.0,150.8,45.17695347373362,450066,450066.0,14776.582919836044
4900.0,112.5,41.91572976569861,460097,460097.0,15122.890354156494
4988.0,113.3,46.66098155707761,470052,470052.0,15457.510621070862
5072.0,103.4,37.26766216152461,480061,480061.0,15792.625855207443
5158.0,137.4,41.68086128701577,490020,490020.0,16123.373527526855
5254.0,121.3,47.12347621253117,500148,500148.0,16469.75778889656
5334.0,141.0,44.916256815065324,510041,510041.0,16806.45302462578
5416.0,128.9,41.075938438933036,520055,520055.0,17145.144273519516
5505.0,120.6,50.248365274462245,530009,530009.0,17478.89315342903
5592.0,193.8,35.9203065876708,540047,540047.0,17817.869540929794
5679.0,131.5,44.90750294423883,550065,550065.0,18167.777816295624
5770.0,99.0,36.63171877627626,560019,560019.0,18494.303466558456
5848.0,148.0,44.95535161673407,570132,570132.0,18829.247908353806
5931.0,115.2,49.19438645716301,580030,580030.0,19166.668110132217
6004.0,114.9,48.28973094590638,590044,590044.0,19502.677206277847
6101.0,101.8,41.59037281843358,600155,600155.0,19843.30643248558
6186.0,123.1,39.85967215906675,610088,610088.0,20173.704384326935
6269.0,152.3,51.34437298695743,620159,620159.0,20515.84740805626
6355.0,129.3,48.933416697552204,630042,630042.0,20847.730605125427
6438.0,89.9,47.89703546125422,640094,640094.0,21193.85531616211
6527.0,135.6,52.77091261710957,650004,650004.0,21516.486949682236
6614.0,96.4,46.59400426316488,660088,660088.0,21854.794380426407
6699.0,124.8,49.42476339829918,670045,670045.0,22181.703750133514
6780.0,108.6,51.67034903803894,680034,680034.0,22519.20907640457
6862.0,244.1,46.40111836547463,690011,690011.0,22851.29528284073
6944.0,151.1,53.59212664381791,700236,700236.0,23217.199887275696
7033.0,142.8,51.65346970935841,710087,710087.0,23557.413961410522
7119.0,135.4,52.47254862486121,720027,720027.0,23890.88880252838
7197.0,114.6,48.3034318425452,730061,730061.0,24229.939481019974
7283.0,100.8,44.69389288199069,740076,740076.0,24556.69826054573
7368.0,121.3,49.26552029031458,750124,750124.0,24897.77891421318
7446.0,127.8,56.73001489954636,760072,760072.0,25236.415257692337
7530.0,131.1,45.652875133928674,770044,770044.0,25571.448260307312
7619.0,132.3,44.39010010738357,780078,780078.0,25911.25145506859
7701.0,153.6,54.97965201327262,790079,790079.0,26244.786058425903
7781.0,112.1,50.35132195325999,800162,800162.0,26585.323923826218
7860.0,109.9,51.276967746600825,810023,810023.0,26920.351090431213
7945.0,131.4,54.080069486122525,820051,820051.0,27251.11944413185
8031.0,156.8,53.193103967958464,830065,830065.0,27583.762546300888
8115.0,175.8,52.825318147195205,840148,840148.0,27919.551886320114
