episode,episode_length,episode_reward,frame,step,total_time
8196.0,119.6,45.81726669513332,850137,850137.0,28260.944938659668
8266.0,145.4,54.338813353425266,860012,860012.0,28600.338703870773
8338.0,178.7,44.55466629470658,870010,870010.0,28938.244817733765
8411.0,101.7,46.5375896850152,880018,880018.0,29281.764179944992
8491.0,174.7,50.46840982138262,890087,890087.0,29614.56282567978
8572.0,133.5,51.10307353360766,900077,900077.0,29944.436207294464
8642.0,122.3,49.862439883101906,910002,910002.0,30273.68486213684
8722.0,93.4,48.97879001883716,920040,920040.0,30613.600888967514
8801.0,144.8,48.60099908731484,930077,930077.0,30953.253618001938
8878.0,211.2,53.029157701711554,940106,940106.0,31290.122194051743
8952.0,123.5,50.111594357940575,950088,950088.0,31633.318593263626
9029.0,144.7,53.907490165874286,960064,960064.0,31975.60185289383
