step,episode_reward
0.0,24.11934471130371
10009.0,25.9414119720459
20000.0,32.6821174621582
30085.0,38.26485061645508
40006.0,30.709712982177734
50013.0,54.84690475463867
60010.0,47.479984283447266
70040.0,120.27071380615234
80020.0,70.68782806396484
90038.0,85.22026062011719
100034.0,76.5849838256836
110129.0,116.8912124633789
120195.0,159.92428588867188
130144.0,191.95559692382812
140180.0,159.7385711669922
150332.0,262.2225341796875
160083.0,158.98326110839844
170154.0,212.03286743164062
180403.0,235.9373016357422
190190.0,221.88058471679688
200109.0,183.28439331054688
210023.0,383.6543273925781
220087.0,197.26443481445312
230256.0,277.8478088378906
240231.0,150.22683715820312
250099.0,289.8293151855469
260201.0,213.9338836669922
270007.0,205.93264770507812
280036.0,226.13461303710938
290154.0,479.83062744140625
300013.0,168.9947052001953
310376.0,191.39437866210938
320077.0,429.2496032714844
330319.0,368.71368408203125
340338.0,211.72335815429688
350058.0,302.6466369628906
360060.0,390.3868713378906
370133.0,206.7344207763672
380124.0,137.51602172851562
390085.0,253.73788452148438
400220.0,213.7330322265625
410618.0,346.3505859375
420023.0,225.07608032226562
430086.0,208.4407958984375
440516.0,281.06158447265625
450015.0,255.0644073486328
460088.0,387.4248046875
470856.0,124.80720520019531
480365.0,323.1201171875
490422.0,414.953857421875
500545.0,421.09857177734375
510307.0,324.73974609375
520464.0,467.53466796875
530189.0,378.26519775390625
540295.0,369.4299621582031
550524.0,423.2918395996094
560067.0,410.4835510253906
570240.0,339.3797912597656
580399.0,231.3812255859375
590794.0,328.5212097167969
600270.0,472.0992126464844
610286.0,468.0669860839844
620260.0,296.25433349609375
630402.0,656.6507568359375
640021.0,563.1378784179688
650604.0,584.7012939453125
660347.0,390.5193176269531
670475.0,473.26409912109375
680230.0,543.1652221679688
690168.0,582.142578125
700088.0,538.1600341796875
710666.0,524.7537231445312
720593.0,570.76318359375
730111.0,486.25701904296875
740141.0,560.5601196289062
750240.0,628.1333618164062
760380.0,523.400146484375
770704.0,500.6261291503906
780028.0,713.2033081054688
790790.0,545.310302734375
800432.0,658.3883056640625
810643.0,390.73297119140625
820165.0,550.121337890625
830449.0,394.36480712890625
840926.0,572.2247924804688
850689.0,627.6536865234375
860296.0,682.1407470703125
870908.0,531.3934326171875
880556.0,461.88543701171875
890846.0,692.4444580078125
900838.0,653.9024658203125
910503.0,638.6812744140625
920685.0,519.3362426757812
930895.0,769.31884765625
940152.0,596.7525024414062
950323.0,682.1452026367188
960494.0,431.48516845703125
970990.0,660.6758422851562
980606.0,709.4644775390625
990000.0,410.2312927246094
1000182.0,617.3915405273438
1010085.0,592.6453857421875
1020085.0,382.3282165527344
1030166.0,331.7265625
1040542.0,640.2921752929688
1050109.0,331.05560302734375
1060871.0,782.0773315429688
1070871.0,481.43487548828125
1080056.0,751.0081176757812
1090252.0,758.1746215820312
1100755.0,771.6246337890625
1110816.0,716.9249267578125
1120402.0,785.5003051757812
1130255.0,747.191650390625
1140676.0,672.3171997070312
1150082.0,692.4677734375
1160298.0,558.8677368164062
1170650.0,769.9132690429688
1180730.0,640.4346923828125
1190810.0,774.5491943359375
1200075.0,720.581298828125
1210081.0,761.4993896484375
1220081.0,769.8052978515625
1230760.0,573.3988037109375
1240082.0,680.0202026367188
1250994.0,505.3377380371094
1260994.0,759.924560546875
1270491.0,630.4615478515625
1280864.0,668.9139404296875
1290302.0,746.8820190429688
1300302.0,799.7244873046875
1310302.0,753.8834228515625
1320505.0,707.4465942382812
1330204.0,800.7720947265625
1340285.0,748.840087890625
1350073.0,808.3751220703125
1360073.0,774.6719970703125
1370983.0,803.5250244140625
1380983.0,828.46923828125
1390983.0,819.28515625
1400983.0,823.2000732421875
1410983.0,788.41162109375
1420983.0,819.61962890625
1430183.0,824.4016723632812
1440183.0,818.9308471679688
1450183.0,828.6408081054688
1460321.0,816.4800415039062
1470321.0,830.6741943359375
1480321.0,827.4371948242188
1490321.0,757.07421875
1500321.0,807.1206665039062
1510321.0,832.619140625
1520321.0,835.2116088867188
1530321.0,830.35009765625
1540321.0,826.1004028320312
1550321.0,830.6878051757812
1560321.0,758.9657592773438
1570321.0,823.2570190429688
1580321.0,836.5965576171875
1590321.0,832.5949096679688
1600321.0,834.0068359375
1610321.0,829.17822265625
1620321.0,830.2681884765625
1630010.0,835.9884033203125
1640010.0,832.146484375
1650010.0,822.3739013671875
1660010.0,780.0537719726562
1670010.0,776.6388549804688
1680010.0,830.2936401367188
1690624.0,836.3233642578125
1700624.0,781.1751708984375
1710624.0,774.27587890625
1720258.0,832.4691162109375
1730524.0,836.65771484375
1740524.0,832.4361572265625
1750282.0,835.90869140625
1760282.0,835.56884765625
1770282.0,833.9306640625
1780282.0,733.94775390625
1790282.0,834.4690551757812
1800257.0,837.8976440429688
1810257.0,827.79931640625
1820257.0,822.234375
1830431.0,823.3639526367188
1840973.0,810.3482666015625
1850813.0,834.7449951171875
1860813.0,834.7877197265625
1870813.0,835.8674926757812
1880813.0,825.9054565429688
1890813.0,836.9698486328125
1900813.0,832.8978271484375
1910813.0,833.6277465820312
1920813.0,836.0711059570312
1930813.0,831.8880615234375
1940091.0,834.7643432617188
1950684.0,763.21875
1960684.0,835.8654174804688
1970684.0,755.6497192382812
1980684.0,836.5955810546875
1990893.0,809.3259887695312
