step,episode_reward
0.0,27.622272491455078
10003.0,20.651081085205078
20010.0,22.657550811767578
30019.0,21.41527557373047
40028.0,32.621864318847656
50044.0,29.21358871459961
60003.0,35.820552825927734
70057.0,41.95833969116211
80088.0,29.131938934326172
90094.0,50.64441680908203
100108.0,43.68980407714844
110005.0,50.88896942138672
120019.0,53.119598388671875
130045.0,36.89972686767578
140023.0,28.509368896484375
150092.0,60.31650924682617
160046.0,45.09006881713867
170126.0,81.58430480957031
180045.0,14.418798446655273
190145.0,84.49828338623047
200082.0,25.372644424438477
210015.0,127.0434341430664
220037.0,96.80370330810547
230033.0,62.52155303955078
240187.0,18.448101043701172
250151.0,36.190330505371094
260020.0,61.06938552856445
270102.0,107.3834457397461
280076.0,82.47403717041016
290058.0,148.38766479492188
300084.0,95.71739196777344
310069.0,140.81796264648438
320145.0,179.0704803466797
330087.0,237.7408905029297
340184.0,244.0814666748047
350135.0,218.3135528564453
360186.0,366.7864685058594
370311.0,425.25677490234375
380047.0,537.534423828125
390223.0,593.2745361328125
400087.0,823.7947387695312
410829.0,373.8719787597656
420460.0,768.7723388671875
430354.0,762.56787109375
440457.0,356.3719482421875
450832.0,444.2210388183594
460060.0,786.0704956054688
470119.0,587.9497680664062
480157.0,511.49310302734375
490045.0,727.5435180664062
500342.0,909.2445068359375
510032.0,872.7906494140625
520350.0,562.30810546875
530778.0,540.5787353515625
540357.0,491.81024169921875
550372.0,909.2913818359375
560879.0,833.4402465820312
570023.0,447.1348571777344
580976.0,289.1579895019531
590845.0,440.1581115722656
600077.0,72.9273910522461
610143.0,381.6802673339844
620442.0,384.38946533203125
630151.0,395.59002685546875
640329.0,620.3826904296875
650704.0,339.7360534667969
660235.0,380.16845703125
670003.0,163.66729736328125
680521.0,778.6411743164062
690652.0,544.604248046875
700766.0,447.836181640625
710350.0,825.0316162109375
720509.0,425.25811767578125
730123.0,667.4517822265625
740896.0,473.265869140625
750317.0,384.163818359375
760621.0,823.27392578125
770769.0,655.8439331054688
780424.0,471.39935302734375
790160.0,731.3662109375
800609.0,637.7955322265625
810574.0,496.3736877441406
820063.0,768.4801635742188
830695.0,892.9344482421875
840311.0,780.80712890625
850311.0,801.2433471679688
860251.0,430.7689514160156
870014.0,849.9425048828125
880937.0,862.1017456054688
890908.0,917.3699340820312
900717.0,877.2998046875
910717.0,597.5807495117188
920375.0,841.9617309570312
930298.0,871.6266479492188
940155.0,713.041015625
950806.0,649.2091064453125
960039.0,635.3280029296875
970039.0,861.87109375
980039.0,895.2030029296875
990547.0,886.1007690429688
1000547.0,874.5516357421875
1010547.0,628.1770629882812
1020547.0,912.8439331054688
1030547.0,914.9632568359375
1040547.0,878.4842529296875
1050091.0,887.7770385742188
1060091.0,832.3492431640625
1070091.0,701.7933349609375
1080091.0,786.9345703125
1090091.0,744.3638916015625
1100036.0,632.27685546875
1110036.0,799.0845947265625
1120036.0,758.9088745117188
1130036.0,712.8521728515625
1140036.0,616.8404541015625
1150036.0,724.3155517578125
1160036.0,728.3078002929688
1170036.0,288.42724609375
1180036.0,718.6813354492188
1190036.0,812.0244140625
1200928.0,818.6755981445312
1210928.0,801.7083129882812
1220806.0,726.89111328125
1230787.0,798.5611572265625
1240787.0,822.0518798828125
1250787.0,701.1802978515625
1260787.0,768.8038330078125
1270195.0,707.3692626953125
1280195.0,689.2864990234375
1290803.0,774.1207885742188
1300803.0,721.9430541992188
1310164.0,781.0631103515625
1320315.0,843.728515625
1330315.0,815.7147827148438
1340747.0,729.719970703125
1350765.0,866.0613403320312
1360953.0,239.38754272460938
1370407.0,653.611572265625
1380407.0,831.4654541015625
1390407.0,778.0193481445312
1400407.0,178.48355102539062
1410664.0,772.053466796875
1420664.0,779.2319946289062
1430664.0,757.958740234375
1440664.0,769.0648803710938
1450664.0,785.9547119140625
1460664.0,720.7252197265625
1470664.0,831.1273193359375
1480664.0,772.1538696289062
1490664.0,769.7562255859375
1500664.0,744.7823486328125
1510664.0,770.9781494140625
1520664.0,816.6779174804688
1530664.0,813.6279907226562
1540664.0,831.9478759765625
1550664.0,760.2926635742188
1560664.0,773.7749633789062
1570664.0,719.6036987304688
1580664.0,848.5206298828125
1590664.0,857.0531005859375
1600664.0,883.3396606445312
1610664.0,809.5867309570312
1620664.0,788.2696533203125
1630664.0,869.1033325195312
1640664.0,880.0867309570312
1650664.0,820.6478271484375
1660664.0,793.12548828125
1670664.0,868.0823974609375
1680664.0,882.85546875
1690664.0,856.7360229492188
1700664.0,590.7432250976562
1710664.0,857.388671875
1720664.0,789.8758544921875
1730664.0,854.9769287109375
1740664.0,889.5823974609375
1750622.0,908.3468017578125
1760622.0,895.0888671875
1770622.0,860.7708129882812
1780622.0,769.6141357421875
1790622.0,858.1038818359375
1800622.0,841.1580810546875
1810229.0,862.2468872070312
1820229.0,864.32568359375
1830229.0,882.3292846679688
1840753.0,847.2166748046875
1850753.0,823.0403442382812
1860289.0,831.2390747070312
1870190.0,846.7835693359375
1880471.0,849.92724609375
1890471.0,862.7037353515625
1900060.0,853.7890625
1910651.0,877.6326904296875
1920651.0,766.732177734375
1930651.0,777.5166625976562
1940121.0,790.0723266601562
1950121.0,871.89111328125
1960121.0,867.3074340820312
1970121.0,141.6820831298828
1980390.0,820.6749877929688
1990390.0,625.2080688476562
